"time","CC_r(0)","CC_r(1)","CC_r(2)","CC_r(3)","CC_r(4)","CC_r(5)","CC_r(6)","CC_r(7)","CC_r(8)","CC_r(9)","CC_r(10)","CC_r(11)","CC_r(12)","CC_r(13)","CC_r(14)","CC_r(15)","CC_r(16)","CC_r(17)","CC_r(18)","CC_r(19)","CC_r(20)","CC_r(21)","CC_r(22)","CC_r(23)","CC_r(24)","CC_r(25)","CC_r(26)","CC_r(27)","CC_r(28)","CC_r(29)","CC_r(30)","CC_r(31)","CC_r(32)","CC_r(33)","CC_r(34)","CC_r(35)","CC_r(36)","CC_r(37)","CC_r(38)","CC_r(39)","CC_r(40)","CC_r(41)","CC_r(42)","CC_r(43)","CC_r(44)","CC_r(45)","CC_r(46)","CC_r(47)","CC_r(48)","CC_r(49)","CC_r(50)","CC_r(51)","CC_r(52)","CC_r(53)","CC_r(54)","CC_r(55)","CC_r(56)","CC_r(57)","CC_r(58)","CC_r(59)","CC_r(60)","CC_r(61)","CC_r(62)","CC_r(63)","CC_r(64)","CC_r(65)","CC_r(66)","CC_r(67)","CC_r(68)","CC_r(69)","CC_r(70)","CC_r(71)","CC_r(72)","CC_r(73)","CC_r(74)","CC_r(75)","CC_r(76)","CC_r(77)","CC_r(78)","CC_r(79)","CC_r(80)","CC_r(81)","CC_r(82)","CC_r(83)","CC_r(84)","CC_r(85)","CC_r(86)","CC_r(87)","CC_r(88)","CC_r(89)","CC_r(90)","CC_r(91)","CC_r(92)","CC_r(93)","CC_r(94)","CC_r(95)","CC_r(96)","CC_r(97)","CC_r(98)","CC_r(99)","CC_r(100)","CC_r(101)","CC_r(102)","CC_r(103)","CC_r(104)","CC_r(105)","CC_r(106)","CC_r(107)","CC_r(108)","CC_r(109)","CC_r(110)","CC_r(111)","CC_r(112)","CC_r(113)","CC_r(114)","CC_r(115)","CC_r(116)","CC_r(117)","CC_r(118)","CC_r(119)","CC_r(120)","CC_r(121)","CC_r(122)","CC_r(123)","CC_r(124)","CC_r(125)","CC_r(126)","CC_r(127)","CC_r(128)","CC_r(129)","CC_r(130)","CC_r(131)","CC_r(132)","CC_r(133)","CC_r(134)","CC_r(135)","CC_r(136)","CC_r(137)","CC_r(138)","CC_r(139)","CC_r(140)","CC_r(141)","CC_r(142)","CC_r(143)","CC_r(144)","CC_r(145)","CC_r(146)"
0.24,0.24,2.180910342,7.855902951,7.855902951,-0.0404426784,0.2858464715,2.36406703,2.36406703,9.551007841,0,0,0,-0,0,0,0,-0,-10.50514948,-0.0009551007841,0,-0,0,9.59145052,-9.551007841,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7.855902951,-0.0404426784,2.36406703,9.551007841,0,-0,0,-0,2.180910342,7.855902951,0.2858464715,2.36406703,0,0,0,0,-10.50514948,-0.0009551007841,0,-0,0,9.59145052,-9.551007841,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-19.10201568,-0,-5.491835921,-2.36406703,-0,-1.000000001,-1,-1,0.16,0.66,-20.05615732,-21.01125811,-0.0009551007841,-0,-0.9999999995,-0.9999999998,-1
0.25,0.25,2.259480362,7.858948117,7.858948117,0.4869770677,0.3099640654,2.459388438,2.459388438,9.513022932,0,0,0,-0,0,0,0,-0,-10.46342262,-0.0009513022932,0,-0,0,9.026045865,-9.513022932,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7.858948117,0.4869770677,2.459388438,9.513022932,0,-0,0,-0,2.259480362,7.858948117,0.3099640654,2.459388438,0,0,0,0,-10.46342262,-0.0009513022932,0,-0,0,9.026045865,-9.513022932,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-19.02604586,-0,-5.399559678,-2.459388438,-0,-1.000000001,-1,-1,0.15,0.65,-19.97644555,-20.92774785,-0.0009513022932,-0,-0.9999999995,-0.9999999998,-1
0.26,0.26,2.338090928,7.862378791,7.862378791,0.03702935626,0.335032949,2.554322481,2.554322481,9.473535807,0,0,0,-0,0,0,0,-0,-10.41994574,-0.0009473535807,0,-0,0,9.43650645,-9.473535807,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7.862378791,0.03702935626,2.554322481,9.473535807,0,-0,0,-0,2.338090928,7.862378791,0.335032949,2.554322481,0,0,0,0,-10.41994574,-0.0009473535807,0,-0,0,9.43650645,-9.473535807,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-18.94707161,-0,-5.30805631,-2.554322481,-0,-1.000000001,-1,-1,0.14,0.64,-19.89348154,-20.84083512,-0.0009473535807,-0,-0.9999999995,-0.9999999997,-1
0.27,0.27,2.416697452,7.856581468,7.856581468,-1.342382756,0.3610491738,2.648854168,2.648854168,9.4325527,0,0,0,-0,0,0,0,-0,-10.37473048,-0.00094325527,0,-0,0,10.77493546,-9.4325527,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7.856581468,-1.342382756,2.648854168,9.4325527,0,-0,0,-0,2.416697452,7.856581468,0.3610491738,2.648854168,0,0,0,0,-10.37473048,-0.00094325527,0,-0,0,10.77493546,-9.4325527,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-18.8651054,-0,-5.2077273,-2.648854168,-0,-1.000000001,-1,-1,0.13,0.63,-19.80728318,-20.75053845,-0.00094325527,-0,-0.9999999995,-0.9999999997,-1
0.28,0.28,2.495163068,7.832885382,7.832885382,-3.512227561,0.3880086414,2.74296857,2.74296857,9.390080084,0,0,0,-0,0,0,0,-0,-10.32779786,-0.0009390080084,0,-0,0,12.90230764,-9.390080084,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7.832885382,-3.512227561,2.74296857,9.390080084,0,-0,0,-0,2.495163068,7.832885382,0.3880086414,2.74296857,0,0,0,0,-10.32779786,-0.0009390080084,0,-0,0,12.90230764,-9.390080084,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-18.78016017,-0,-5.089916812,-2.74296857,-0,-1.000000001,-1,-1,0.12,0.62,-19.71787795,-20.65688595,-0.0009390080084,-0,-0.9999999995,-0.9999999997,-1
0.29,0.29,2.573272622,7.784411602,7.784411602,-6.255954721,0.4159071047,2.836650827,2.836650827,9.346124665,0,0,0,-0,0,0,0,-0,-10.27917692,-0.0009346124665,0,-0,0,15.60207939,-9.346124665,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7.784411602,-6.255954721,2.836650827,9.346124665,0,-0,0,-0,2.573272622,7.784411602,0.4159071047,2.836650827,0,0,0,0,-10.27917692,-0.0009346124665,0,-0,0,15.60207939,-9.346124665,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-18.69224933,-0,-4.947760775,-2.836650827,-0,-1,-1,-1,0.11,0.61,-19.62530159,-20.55991406,-0.0009346124665,-0,-0.9999999995,-0.9999999997,-1
0.3,0.3,2.650753951,7.706750805,7.706750805,-9.300693385,0.4447401681,2.929886144,2.929886144,9.300693385,0,0,0,-0,0,0,0,-0,-10.22890258,-0.0009300693385,0,-0,0,18.60138677,-9.300693385,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7.706750805,-9.300693385,2.929886144,9.300693385,0,-0,0,-0,2.650753951,7.706750805,0.4447401681,2.929886144,0,0,0,0,-10.22890258,-0.0009300693385,0,-0,0,18.60138677,-9.300693385,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-18.60138677,-0,-4.776864661,-2.929886144,-0,-1,-1,-1,0.1,0.6,-19.52959597,-20.45966531,-0.0009300693385,-0,-0.9999999995,-0.9999999997,-1
0.31,0.31,2.727305124,7.598391657,7.598391657,-12.34396336,0.4745032887,3.022659799,3.022659799,9.253793418,0,0,0,-0,0,0,0,-0,-10.17701298,-0.0009253793418,0,-0,0,21.59775678,-9.253793418,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7.598391657,-12.34396336,3.022659799,9.253793418,0,-0,0,-0,2.727305124,7.598391657,0.4745032887,3.022659799,0,0,0,0,-10.17701298,-0.0009253793418,0,-0,0,21.59775678,-9.253793418,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-18.50758684,-0,-4.575731858,-3.022659799,-0,-1,-1,-1,0.09,0.59,-19.4308064,-20.35618574,-0.0009253793418,-0,-0.9999999995,-0.9999999997,-1
0.32,0.32,2.802624324,7.460876097,7.460876097,-15.08328469,0.5051917764,3.114957141,3.114957141,9.205432169,0,0,0,-0,0,0,0,-0,-10.12354651,-0.0009205432169,0,-0,0,24.28871686,-9.205432169,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7.460876097,-15.08328469,3.114957141,9.205432169,0,-0,0,-0,2.802624324,7.460876097,0.5051917764,3.114957141,0,0,0,0,-10.12354651,-0.0009205432169,0,-0,0,24.28871686,-9.205432169,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-18.41086434,-0,-4.345918956,-3.114957141,-0,-1,-1,-1,0.08,0.58,-19.32897868,-20.2495219,-0.0009205432169,-0,-0.9999999996,-0.9999999997,-1
0.33,0.33,2.876439902,7.298643335,7.298643335,-17.24578722,0.5368007952,3.206763597,3.206763597,9.155617276,0,0,0,-0,0,0,0,-0,-10.06853886,-0.0009155617276,0,-0,0,26.4014045,-9.155617276,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7.298643335,-17.24578722,3.206763597,9.155617276,0,-0,0,-0,2.876439902,7.298643335,0.5368007952,3.206763597,0,0,0,0,-10.06853886,-0.0009155617276,0,-0,0,26.4014045,-9.155617276,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-18.31123455,-0,-4.091879738,-3.206763597,-0,-1,-1,-1,0.07,0.57,-19.22415614,-20.13971787,-0.0009155617276,-0,-0.9999999996,-0.9999999997,-1
0.34,0.34,2.948537451,7.118603143,7.118603143,-18.61492177,0.5693253637,3.298064667,3.298064667,9.104356605,0,0,0,-0,0,0,0,-0,-10.01202034,-0.0009104356605,0,-0,0,27.71927837,-9.104356605,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7.118603143,-18.61492177,3.298064667,9.104356605,0,-0,0,-0,2.948537451,7.118603143,0.5693253637,3.298064667,0,0,0,0,-10.01202034,-0.0009104356605,0,-0,0,27.71927837,-9.104356605,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-18.20871321,-0,-3.820538476,-3.298064667,-0,-1,-1,-1,0.06,0.56,-19.11637694,-20.0268126,-0.0009104356605,-0,-0.9999999996,-0.9999999997,-1
0.35,0.35,3.018781219,6.929455197,6.929455197,-19.05165825,0.6027603559,3.388845936,3.388845936,9.05165825,0,0,0,-0,0,0,0,-0,-9.954013743,-0.000905165825,0,-0,0,28.1033165,-9.05165825,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6.929455197,-19.05165825,3.388845936,9.05165825,0,-0,0,-0,3.018781219,6.929455197,0.6027603559,3.388845936,0,0,0,0,-9.954013743,-0.000905165825,0,-0,0,28.1033165,-9.05165825,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-18.1033165,-0,-3.540609261,-3.388845936,-0,-1,-1,-1,0.05,0.55,-19.00567199,-19.91083782,-0.000905165825,-0,-0.9999999996,-0.9999999997,-1
0.36,0.36,3.087127998,6.740843415,6.740843415,-18.5080957,0.637100502,3.479093068,3.479093068,8.997530534,0,0,0,-0,0,0,0,-0,-9.894533024,-0.0008997530534,0,-0,0,27.50562623,-8.997530534,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6.740843415,-18.5080957,3.479093068,8.997530534,0,-0,0,-0,3.087127998,6.740843415,0.637100502,3.479093068,0,0,0,0,-9.894533024,-0.0008997530534,0,-0,0,27.50562623,-8.997530534,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-17.99506107,-0,-3.261750347,-3.479093068,-0,-1,-1,-1,0.04,0.54,-18.89206356,-19.79181661,-0.0008997530534,-0,-0.9999999997,-0.9999999997,-1
0.37,0.37,3.153631744,6.562410277,6.562410277,-17.03215195,0.6723403893,3.568791811,3.568791811,8.941982003,0,0,0,-0,0,0,0,-0,-9.83358279,-0.0008941982003,0,-0,0,25.97413395,-8.941982003,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6.562410277,-17.03215195,3.568791811,8.941982003,0,-0,0,-0,3.153631744,6.562410277,0.6723403893,3.568791811,0,0,0,0,-9.83358279,-0.0008941982003,0,-0,0,25.97413395,-8.941982003,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-17.88396401,-0,-2.993618466,-3.568791811,-0,-1,-1,-1,0.03,0.53,-18.77556479,-19.66976299,-0.0008941982003,-0,-0.9999999997,-0.9999999996,-1
0.38,0.38,3.218438958,6.402855951,6.402855951,-14.76287395,0.708474463,3.657928001,3.657928001,8.885021429,0,0,0,-0,0,0,0,-0,-9.771158783,-0.0008885021429,0,-0,0,23.64789538,-8.885021429,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6.402855951,-14.76287395,3.657928001,8.885021429,0,-0,0,-0,3.218438958,6.402855951,0.708474463,3.657928001,0,0,0,0,-9.771158783,-0.0008885021429,0,-0,0,23.64789538,-8.885021429,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-17.77004286,-0,-2.744927949,-3.657928001,-0,-1,-1,-1,0.02,0.52,-18.65618021,-19.54468235,-0.0008885021429,-0,-0.9999999997,-0.9999999996,-1
0.39,0.39,3.281774763,6.269087666,6.269087666,-11.91682775,0.7454970272,3.746487563,3.746487563,8.826657808,0,0,0,-0,0,0,0,-0,-9.70724924,-0.0008826657808,0,-0,0,20.74348556,-8.826657808,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6.269087666,-11.91682775,3.746487563,8.826657808,0,-0,0,-0,3.281774763,6.269087666,0.7454970272,3.746487563,0,0,0,0,-9.70724924,-0.0008826657808,0,-0,0,20.74348556,-8.826657808,0,0,0,-1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0,-17.65331562,-0,-2.522600103,-3.746487563,-0,-1,-1,-1,0.01,0.51,-18.53390705,-19.41657283,-0.0008826657808,-0,-0.9999999997,-0.9999999996,-1
0.4,0.4,3.343921549,6.165542895,6.165542895,-8.766900355,0.7834022455,3.834456143,3.834456143,-1.233099645,2.968080543e-014,3.682973171e-007,3.682973171e-007,10,0,0,0,-0,-9.642837011,-10.99887669,11,-0.001,0,7.53380071,11.23309964,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,6.165542895,-8.766900355,3.834456143,-1.233099645,3.682973171e-007,10,0,-0,3.343921549,6.165542895,0.7834022455,3.834456143,2.968080543e-014,3.682973171e-007,0,0,-9.642837011,-10.99887669,11,-0.001,0,7.53380071,11.23309964,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-0,-17.53380071,-11,-2.331086752,-3.834455775,-3.682973171e-007,-1,-1,-1,0,0.5,-18.40973737,-19.2864274,-20.99887669,-0.001,-0.9999999998,-0.9999999996,-1
0.41,0.41,3.405193268,6.093752329,6.093752329,-5.615588563,0.8216840979,3.821820242,3.821820242,-1.294241493,0.0005000643509,0.1000006094,0.1000006094,10,0,0,0,-0,-9.575902223,-10.99887058,11,-0.001,0,4.32134707,11.29424149,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,6.093752329,-5.615588563,3.821820242,-1.294241493,0.1000006094,10,0,-0,3.405193268,6.093752329,0.8216840979,3.821820242,0.0005000643509,0.1000006094,0,0,-9.575902223,-10.99887058,11,-0.001,0,4.32134707,11.29424149,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-0,-17.41151701,-11,-2.271932087,-3.721819632,-0.1000006094,-1,-1,-1,-0.01,0.49,-18.28166073,-19.15223658,-20.99887058,-0.001,-0.9999999998,-0.9999999996,-1
0.42,0.42,3.465899769,6.052209429,6.052209429,-2.765389396,0.8598365405,3.80856636,3.80856636,-1.356758081,0.002000070444,0.2000006094,0.2000006094,10,0,0,0,-0,-9.507425248,-10.99886432,11,-0.001,0,1.408631315,11.35675808,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,6.052209429,-2.765389396,3.80856636,-1.356758081,0.2000006094,10,0,-0,3.465899769,6.052209429,0.8598365405,3.80856636,0.002000070444,0.2000006094,0,0,-9.507425248,-10.99886432,11,-0.001,0,1.408631315,11.35675808,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-0,-17.28648384,-11,-2.243643069,-3.608565751,-0.2000006094,-1,-1,-1,-0.02,0.48,-18.15066717,-19.01499136,-20.99886432,-0.001,-0.9999999998,-0.9999999996,-1
0.43,0.43,3.526324151,6.036508506,6.036508506,-0.4891905187,0.8978533069,3.794680506,3.794680506,-1.420639538,0.004500076538,0.3000006094,0.3000006094,10,0,0,0,-0,-9.437389654,-10.99885794,11,-0.001,0,-0.9314490189,11.42063954,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,6.036508506,-0.4891905187,3.794680506,-1.420639538,0.3000006094,10,0,-0,3.526324151,6.036508506,0.8978533069,3.794680506,0.004500076538,0.3000006094,0,0,-9.437389654,-10.99885794,11,-0.001,0,-0.9314490189,11.42063954,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,-0,-17.15872092,-11,-2.241828,-3.494679897,-0.3000006094,-1,-1,-1,-0.03,0.47,-18.01675012,-18.87468616,-20.99885794,-0.001,-0.9999999998,-0.9999999997,-1
0.44,0.44,3.586693139,6.039775004,6.039775004,0.9964409374,0.9357279983,3.780149054,3.780149054,-1.485875774,0.008000082632,0.4000006094,0.4000006094,10,0,0,0,-0,-9.36578488,-10.99885141,11,-0.001,0,-2.482316712,11.48587577,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,6.039775004,0.9964409374,3.780149054,-1.485875774,0.4000006094,10,0,-0,3.586693139,6.039775004,0.9357279983,3.780149054,0.008000082632,0.4000006094,0,0,-9.36578488,-10.99885141,11,-0.001,0,-2.482316712,11.48587577,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,-0,-17.02824845,-11,-2.259625949,-3.380148445,-0.4000006094,-1,-1,-1,-0.04,0.46,-17.87990911,-18.73132153,-20.99885141,-0.001,-0.9999999998,-0.9999999997,-1
0.45,0.45,3.647153961,6.053333595,6.053333595,1.55245649,0.9734540909,3.764958509,3.764958509,-1.55245649,0.01250008873,0.5000006094,0.5000006094,10,0,0,0,-0,-9.292608352,-10.99884475,11,-0.001,0,-3.10491298,11.55245649,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,6.053333595,1.55245649,3.764958509,-1.55245649,0.5000006094,10,0,-0,3.647153961,6.053333595,0.9734540909,3.764958509,0.01250008873,0.5000006094,0,0,-9.292608352,-10.99884475,11,-0.001,0,-3.10491298,11.55245649,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,-0,-16.89508702,-11,-2.288375086,-3.2649579,-0.5000006094,-1,-1,-1,-0.05,0.45,-17.74015186,-18.58490621,-20.99884475,-0.001,-0.9999999998,-0.9999999997,-0.9999999999
0.46,0.46,3.707761984,6.067563388,6.067563388,1.130936334,1.011024927,3.749095478,3.749095478,-1.620371171,0.01800009482,0.6000006094,0.6000006094,10,0,0,0,-0,-9.217866843,-10.99883796,11,-0.001,0,-2.751307505,11.62037117,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,6.067563388,1.130936334,3.749095478,-1.620371171,0.6000006094,10,0,-0,3.707761984,6.067563388,1.011024927,3.749095478,0.01800009482,0.6000006094,0,0,-9.217866843,-10.99883796,11,-0.001,0,-2.751307505,11.62037117,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,-0,-16.75925766,-11,-2.31846791,-3.149094869,-0.6000006094,-1,-1,-1,-0.06,0.44,-17.59749567,-18.43545855,-20.99883796,-0.001,-0.9999999998,-0.9999999997,-0.9999999999
0.47,0.47,3.76847535,6.072845906,6.072845906,-0.2202209639,1.048433715,3.732546675,3.732546675,-1.689609092,0.02450010091,0.7000006094,0.7000006094,10,0,0,0,-0,-9.141576937,-10.99883104,11,-0.001,0,-1.469388128,11.68960909,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,6.072845906,-0.2202209639,3.732546675,-1.689609092,0.7000006094,10,0,-0,3.76847535,6.072845906,1.048433715,3.732546675,0.02450010091,0.7000006094,0,0,-9.141576937,-10.99883104,11,-0.001,0,-1.469388128,11.68960909,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,-0,-16.62078182,-11,-2.340299231,-3.032546066,-0.7000006094,-1,-1,-1,-0.07,0.43,-17.45196784,-18.28300694,-20.99883104,-0.001,-0.9999999998,-0.9999999997,-0.9999999999
0.48,0.48,3.829160088,6.060513495,6.060513495,-2.361988156,1.085673531,3.715298922,3.715298922,-1.760159321,0.03200010701,0.8000006094,0.8000006094,10,0,0,0,-0,-9.063764564,-10.99882398,11,-0.001,0,0.6018288357,11.76015932,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,6.060513495,-2.361988156,3.715298922,-1.760159321,0.8000006094,10,0,-0,3.829160088,6.060513495,1.085673531,3.715298922,0.03200010701,0.8000006094,0,0,-9.063764564,-10.99882398,11,-0.001,0,0.6018288357,11.76015932,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-0,-16.47968136,-11,-2.345214573,-2.915298312,-0.8000006094,-1,-1,-1,-0.08,0.42,-17.30360524,-18.12758931,-20.99882398,-0.001,-0.9999999998,-0.9999999997,-0.9999999999
0.49,0.49,3.889604067,6.023680131,6.023680131,-5.077819341,1.12273732,3.697339151,3.697339151,-1.832010715,0.0405001131,0.9000006094,0.9000006094,10,0,0,0,-0,-8.984463632,-10.9988168,11,-0.001,0,3.245808625,11.83201072,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,6.023680131,-5.077819341,3.697339151,-1.832010715,0.9000006094,10,0,-0,3.889604067,6.023680131,1.12273732,3.697339151,0.0405001131,0.9000006094,0,0,-8.984463632,-10.9988168,11,-0.001,0,3.245808625,11.83201072,-10,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-0,-16.33597857,-11,-2.32634098,-2.797338542,-0.9000006094,-1,-1,-1,-0.09,0.41,-17.15245292,-17.96925185,-20.9988168,-0.001,-0.9999999998,-0.9999999997,-0.9999999999
