    "time",     "smx"
     0.069,-1.2212926e-011
      0.07,-1.2212665e-011
     0.071,-1.2212543e-011
     0.072,-1.2212557e-011
     0.073,-1.2212669e-011
     0.074,-1.2212826e-011
     0.075,-1.2212977e-011
     0.076,-1.2213087e-011
     0.077,-1.2213138e-011
     0.078,-1.2213132e-011
     0.079,-1.2213085e-011
      0.08,-1.2213019e-011
     0.081,-1.2212955e-011
     0.082,-1.2212909e-011
     0.083,-1.2212887e-011
     0.084,-1.221289e-011
     0.085,-1.221291e-011
     0.086,-1.2212938e-011
     0.087,-1.2212965e-011
     0.088,-1.2212984e-011
     0.089,-1.2212993e-011
      0.09,-1.2212992e-011
     0.091,-1.2212983e-011
     0.092,-1.2212972e-011
     0.093,-1.221296e-011
     0.094,-1.2212952e-011
     0.095,-1.2212948e-011
     0.096,-1.2212949e-011
     0.097,-1.2212952e-011
     0.098,-1.2212957e-011
     0.099,-1.2212962e-011
       0.1,-1.2212966e-011
     0.101,-1.2212967e-011
     0.102,-1.2212967e-011
     0.103,-1.2212965e-011
     0.104,-1.2212963e-011
     0.105,-1.2212961e-011
     0.106,-1.221296e-011
     0.107,-1.2212959e-011
     0.108,-1.2212959e-011
     0.109,-1.221296e-011
      0.11,-1.2212961e-011
     0.111,-1.2212962e-011
     0.112,-1.2212962e-011
     0.113,-1.2212963e-011
     0.114,-1.2212963e-011
     0.115,-1.2212962e-011
     0.116,-1.2212962e-011
     0.117,-1.2212962e-011
     0.118,-1.2212961e-011
     0.119,-1.2212961e-011
      0.12,-1.2212961e-011
     0.121,-1.2212961e-011
     0.122,-1.2212961e-011
     0.123,-1.2212962e-011
     0.124,-1.2212962e-011
     0.125,-1.2212962e-011
     0.126,-1.2212962e-011
     0.127,-1.2212962e-011
     0.128,-1.2212962e-011
     0.129,-1.2212962e-011
      0.13,-1.2212962e-011
     0.131,-1.2212962e-011
     0.132,-1.2212962e-011
     0.133,-1.2212962e-011
     0.134,-1.2212962e-011
     0.135,-1.2212962e-011
     0.136,-1.2212962e-011
     0.137,-1.2212962e-011
     0.138,-1.2212962e-011
     0.139,-1.2212962e-011
      0.14,-1.2212962e-011
     0.141,-1.2212962e-011
     0.142,-1.2212962e-011
     0.143,-1.2212962e-011
     0.144,-1.2212962e-011
     0.145,-1.2212962e-011
     0.146,-1.2212962e-011
     0.147,-1.2212962e-011
     0.148,-1.2212962e-011
     0.149,-1.2212962e-011
      0.15,-1.2212962e-011
     0.151,-1.2212962e-011
     0.152,-1.2212962e-011
     0.153,-1.2212962e-011
     0.154,-1.2212962e-011
     0.155,-1.2212962e-011
     0.156,-1.2212962e-011
     0.157,-1.2212962e-011
     0.158,-1.2212962e-011
     0.159,-1.2212962e-011
      0.16,-1.2212962e-011
     0.161,-1.2212962e-011
     0.162,-1.2212962e-011
     0.163,-1.2212962e-011
     0.164,-1.2212962e-011
     0.165,-1.2212962e-011
     0.166,-1.2212962e-011
     0.167,-1.2212962e-011
     0.168,-1.2212962e-011
     0.169,-1.2212962e-011
      0.17,-1.2212962e-011
     0.171,-1.2212962e-011
     0.172,-1.2212962e-011
     0.173,-1.2212962e-011
     0.174,-1.2212962e-011
     0.175,-1.2212962e-011
     0.176,-1.2212962e-011
     0.177,-1.2212962e-011
     0.178,-1.2212962e-011
     0.179,-1.2212962e-011
      0.18,-1.2212962e-011
     0.181,-1.2212962e-011
     0.182,-1.2212962e-011
     0.183,-1.2212962e-011
     0.184,-1.2212962e-011
     0.185,-1.2212962e-011
     0.186,-1.2212962e-011
     0.187,-1.2212962e-011
     0.188,-1.2212962e-011
     0.189,-1.2212962e-011
      0.19,-1.2212962e-011
     0.191,-1.2212962e-011
     0.192,-1.2212962e-011
     0.193,-1.2212962e-011
     0.194,-1.2212962e-011
     0.195,-1.2212962e-011
     0.196,-1.2212962e-011
     0.197,-1.2212962e-011
     0.198,-1.2212962e-011
     0.199,-1.2212962e-011
       0.2,-1.2212962e-011
     0.201,-1.2212962e-011
     0.202,-1.2212962e-011
     0.203,-1.2212962e-011
     0.204,-1.2212962e-011
     0.205,-1.2212962e-011
     0.206,-1.2212962e-011
     0.207,-1.2212962e-011
     0.208,-1.2212962e-011
     0.209,-1.2212962e-011
      0.21,-1.2212962e-011
     0.211,-1.2212962e-011
     0.212,-1.2212962e-011
     0.213,-1.2212962e-011
     0.214,-1.2212962e-011
     0.215,-1.2212962e-011
     0.216,-1.2212962e-011
     0.217,-1.2212962e-011
     0.218,-1.2212962e-011
     0.219,-1.2212962e-011
      0.22,-1.2212962e-011
     0.221,-1.2212962e-011
     0.222,-1.2212962e-011
     0.223,-1.2212962e-011
     0.224,-1.2212962e-011
     0.225,-1.2212962e-011
     0.226,-1.2212962e-011
     0.227,-1.2212962e-011
     0.228,-1.2212962e-011
     0.229,-1.2212962e-011
      0.23,-1.2212962e-011
     0.231,-1.2212962e-011
     0.232,-1.2212962e-011
     0.233,-1.2212962e-011
     0.234,-1.2212962e-011
     0.235,-1.2212962e-011
     0.236,-1.2212962e-011
     0.237,-1.2212962e-011
     0.238,-1.2212962e-011
     0.239,-1.2212962e-011
      0.24,-1.2212962e-011
     0.241,-1.2212962e-011
     0.242,-1.2212962e-011
     0.243,-1.2212962e-011
     0.244,-1.2212962e-011
     0.245,-1.2212962e-011
     0.246,-1.2212962e-011
     0.247,-1.2212962e-011
     0.248,-1.2212962e-011
     0.249,-1.2212962e-011
      0.25,-1.2212962e-011
     0.251,-1.2212962e-011
     0.252,-1.2212962e-011
     0.253,-1.2212962e-011
     0.254,-1.2212962e-011
     0.255,-1.2212962e-011
     0.256,-1.2212962e-011
     0.257,-1.2212962e-011
     0.258,-1.2212962e-011
     0.259,-1.2212962e-011
      0.26,-1.2212962e-011
     0.261,-1.2212962e-011
     0.262,-1.2212962e-011
     0.263,-1.2212962e-011
     0.264,-1.2212962e-011
     0.265,-1.2212962e-011
     0.266,-1.2212962e-011
     0.267,-1.2212962e-011
     0.268,-1.2212962e-011
     0.269,-1.2212962e-011
      0.27,-1.2212962e-011
     0.271,-1.2212962e-011
     0.272,-1.2212962e-011
     0.273,-1.2212962e-011
     0.274,-1.2212962e-011
     0.275,-1.2212962e-011
     0.276,-1.2212962e-011
     0.277,-1.2212962e-011
     0.278,-1.2212962e-011
     0.279,-1.2212962e-011
      0.28,-1.2212962e-011
     0.281,-1.2212962e-011
     0.282,-1.2212962e-011
     0.283,-1.2212962e-011
     0.284,-1.2212962e-011
     0.285,-1.2212962e-011
     0.286,-1.2212962e-011
     0.287,-1.2212962e-011
     0.288,-1.2212962e-011
     0.289,-1.2212962e-011
      0.29,-1.2212962e-011
     0.291,-1.2212962e-011
     0.292,-1.2212962e-011
     0.293,-1.2212962e-011
     0.294,-1.2212962e-011
     0.295,-1.2212962e-011
     0.296,-1.2212962e-011
     0.297,-1.2212962e-011
     0.298,-1.2212962e-011
     0.299,-1.2212962e-011
       0.3,-1.2212962e-011
     0.301,-1.2212962e-011
     0.302,-1.2212962e-011
     0.303,-1.2212962e-011
     0.304,-1.2212962e-011
     0.305,-1.2212962e-011
     0.306,-1.2212962e-011
     0.307,-1.2212962e-011
     0.308,-1.2212962e-011
     0.309,-1.2212962e-011
      0.31,-1.2212962e-011
     0.311,-1.2212962e-011
     0.312,-1.2212962e-011
     0.313,-1.2212962e-011
     0.314,-1.2212962e-011
     0.315,-1.2212962e-011
     0.316,-1.2212962e-011
     0.317,-1.2212962e-011
     0.318,-1.2212962e-011
     0.319,-1.2212962e-011
      0.32,-1.2212962e-011
     0.321,-1.2212962e-011
     0.322,-1.2212962e-011
     0.323,-1.2212962e-011
     0.324,-1.2212962e-011
     0.325,-1.2212962e-011
     0.326,-1.2212962e-011
     0.327,-1.2212962e-011
     0.328,-1.2212962e-011
     0.329,-1.2212962e-011
      0.33,-1.2212962e-011
     0.331,-1.2212962e-011
     0.332,-1.2212962e-011
     0.333,-1.2212962e-011
     0.334,-1.2212962e-011
     0.335,-1.2212962e-011
     0.336,-1.2212962e-011
     0.337,-1.2212962e-011
     0.338,-1.2212962e-011
     0.339,-1.2212962e-011
      0.34,-1.2212962e-011
     0.341,-1.2212962e-011
     0.342,-1.2212962e-011
     0.343,-1.2212962e-011
     0.344,-1.2212962e-011
     0.345,-1.2212962e-011
     0.346,-1.2212962e-011
     0.347,-1.2212962e-011
     0.348,-1.2212962e-011
     0.349,-1.2212962e-011
      0.35,-1.2212962e-011
     0.351,-1.2212962e-011
     0.352,-1.2212962e-011
     0.353,-1.2212962e-011
     0.354,-1.2212962e-011
     0.355,-1.2212962e-011
     0.356,-1.2212962e-011
     0.357,-1.2212962e-011
     0.358,-1.2212962e-011
     0.359,-1.2212962e-011
      0.36,-1.2212962e-011
     0.361,-1.2212962e-011
     0.362,-1.2212962e-011
     0.363,-1.2212962e-011
     0.364,-1.2212962e-011
     0.365,-1.2212962e-011
     0.366,-1.2212962e-011
     0.367,-1.2212962e-011
     0.368,-1.2212962e-011
     0.369,-1.2212962e-011
      0.37,-1.2212962e-011
     0.371,-1.2212962e-011
     0.372,-1.2212962e-011
     0.373,-1.2212962e-011
     0.374,-1.2212962e-011
     0.375,-1.2212962e-011
     0.376,-1.2212962e-011
     0.377,-1.2212962e-011
     0.378,-1.2212962e-011
     0.379,-1.2212962e-011
      0.38,-1.2212962e-011
     0.381,-1.2212962e-011
     0.382,-1.2212962e-011
     0.383,-1.2212962e-011
     0.384,-1.2212962e-011
     0.385,-1.2212962e-011
     0.386,-1.2212962e-011
     0.387,-1.2212962e-011
     0.388,-1.2212962e-011
     0.389,-1.2212962e-011
      0.39,-1.2212962e-011
     0.391,-1.2212962e-011
     0.392,-1.2212962e-011
     0.393,-1.2212962e-011
     0.394,-1.2212962e-011
     0.395,-1.2212962e-011
     0.396,-1.2212962e-011
     0.397,-1.2212962e-011
     0.398,-1.2212962e-011
     0.399,-1.2212962e-011
       0.4,-1.2212962e-011
     0.401,-1.2212962e-011
     0.402,-1.2212962e-011
     0.403,-1.2212962e-011
     0.404,-1.2212962e-011
     0.405,-1.2212962e-011
     0.406,-1.2212962e-011
     0.407,-1.2212962e-011
     0.408,-1.2212962e-011
     0.409,-1.2212962e-011
      0.41,-1.2212962e-011
     0.411,-1.2212962e-011
     0.412,-1.2212962e-011
     0.413,-1.2212962e-011
     0.414,-1.2212962e-011
     0.415,-1.2212962e-011
     0.416,-1.2212962e-011
     0.417,-1.2212962e-011
     0.418,-1.2212962e-011
     0.419,-1.2212962e-011
      0.42,-1.2212962e-011
     0.421,-1.2212962e-011
     0.422,-1.2212962e-011
     0.423,-1.2212962e-011
     0.424,-1.2212962e-011
     0.425,-1.2212962e-011
     0.426,-1.2212962e-011
     0.427,-1.2212962e-011
     0.428,-1.2212962e-011
     0.429,-1.2212962e-011
      0.43,-1.2212962e-011
     0.431,-1.2212962e-011
     0.432,-1.2212962e-011
     0.433,-1.2212962e-011
     0.434,-1.2212962e-011
     0.435,-1.2212962e-011
     0.436,-1.2212962e-011
     0.437,-1.2212962e-011
     0.438,-1.2212962e-011
     0.439,-1.2212962e-011
      0.44,-1.2212962e-011
     0.441,-1.2212962e-011
     0.442,-1.2212962e-011
     0.443,-1.2212962e-011
     0.444,-1.2212962e-011
     0.445,-1.2212962e-011
     0.446,-1.2212962e-011
     0.447,-1.2212962e-011
     0.448,-1.2212962e-011
     0.449,-1.2212962e-011
      0.45,-1.2212962e-011
     0.451,-1.2212962e-011
     0.452,-1.2212962e-011
     0.453,-1.2212962e-011
     0.454,-1.2212962e-011
     0.455,-1.2212962e-011
     0.456,-1.2212962e-011
     0.457,-1.2212962e-011
     0.458,-1.2212962e-011
     0.459,-1.2212962e-011
      0.46,-1.2212962e-011
     0.461,-1.2212962e-011
     0.462,-1.2212962e-011
     0.463,-1.2212962e-011
     0.464,-1.2212962e-011
     0.465,-1.2212962e-011
     0.466,-1.2212962e-011
     0.467,-1.2212962e-011
     0.468,-1.2212962e-011
     0.469,-1.2212962e-011
      0.47,-1.2212962e-011
     0.471,-1.2212962e-011
     0.472,-1.2212962e-011
     0.473,-1.2212962e-011
     0.474,-1.2212962e-011
     0.475,-1.2212962e-011
     0.476,-1.2212962e-011
     0.477,-1.2212962e-011
     0.478,-1.2212962e-011
     0.479,-1.2212962e-011
      0.48,-1.2212962e-011
     0.481,-1.2212962e-011
     0.482,-1.2212962e-011
     0.483,-1.2212962e-011
     0.484,-1.2212962e-011
     0.485,-1.2212962e-011
     0.486,-1.2212962e-011
     0.487,-1.2212962e-011
     0.488,-1.2212962e-011
     0.489,-1.2212962e-011
      0.49,-1.2212962e-011
     0.491,-1.2212962e-011
     0.492,-1.2212962e-011
     0.493,-1.2212962e-011
     0.494,-1.2212962e-011
     0.495,-1.2212962e-011
     0.496,-1.2212962e-011
     0.497,-1.2212962e-011
     0.498,-1.2212962e-011
     0.499,-1.2212962e-011
       0.5,-1.2212962e-011
     0.501,-1.2212962e-011
     0.502,-1.2212962e-011
     0.503,-1.2212962e-011
     0.504,-1.2212962e-011
     0.505,-1.2212962e-011
     0.506,-1.2212962e-011
     0.507,-1.2212962e-011
     0.508,-1.2212962e-011
     0.509,-1.2212962e-011
      0.51,-1.2212962e-011
     0.511,-1.2212962e-011
     0.512,-1.2212962e-011
     0.513,-1.2212962e-011
     0.514,-1.2212962e-011
     0.515,-1.2212962e-011
     0.516,-1.2212962e-011
     0.517,-1.2212962e-011
     0.518,-1.2212962e-011
     0.519,-1.2212962e-011
      0.52,-1.2212962e-011
     0.521,-1.2212962e-011
     0.522,-1.2212962e-011
     0.523,-1.2212962e-011
     0.524,-1.2212962e-011
     0.525,-1.2212962e-011
     0.526,-1.2212962e-011
     0.527,-1.2212962e-011
     0.528,-1.2212962e-011
     0.529,-1.2212962e-011
      0.53,-1.2212962e-011
     0.531,-1.2212962e-011
     0.532,-1.2212962e-011
     0.533,-1.2212962e-011
     0.534,-1.2212962e-011
     0.535,-1.2212962e-011
     0.536,-1.2212962e-011
     0.537,-1.2212962e-011
     0.538,-1.2212962e-011
     0.539,-1.2212962e-011
      0.54,-1.2212962e-011
     0.541,-1.2212962e-011
     0.542,-1.2212962e-011
     0.543,-1.2212962e-011
     0.544,-1.2212962e-011
     0.545,-1.2212962e-011
     0.546,-1.2212962e-011
     0.547,-1.2212962e-011
     0.548,-1.2212962e-011
     0.549,-1.2212962e-011
      0.55,-1.2212962e-011
     0.551,-1.2212962e-011
     0.552,-1.2212962e-011
     0.553,-1.2212962e-011
     0.554,-1.2212962e-011
     0.555,-1.2212962e-011
     0.556,-1.2212962e-011
     0.557,-1.2212962e-011
     0.558,-1.2212962e-011
     0.559,-1.2212962e-011
      0.56,-1.2212962e-011
     0.561,-1.2212962e-011
     0.562,-1.2212962e-011
     0.563,-1.2212962e-011
     0.564,-1.2212962e-011
     0.565,-1.2212962e-011
     0.566,-1.2212962e-011
     0.567,-1.2212962e-011
     0.568,-1.2212962e-011
     0.569,-1.2212962e-011
      0.57,-1.2212962e-011
     0.571,-1.2212962e-011
     0.572,-1.2212962e-011
     0.573,-1.2212962e-011
     0.574,-1.2212962e-011
     0.575,-1.2212962e-011
     0.576,-1.2212962e-011
     0.577,-1.2212962e-011
     0.578,-1.2212962e-011
     0.579,-1.2212962e-011
      0.58,-1.2212962e-011
     0.581,-1.2212962e-011
     0.582,-1.2212962e-011
     0.583,-1.2212962e-011
     0.584,-1.2212962e-011
     0.585,-1.2212962e-011
     0.586,-1.2212962e-011
     0.587,-1.2212962e-011
     0.588,-1.2212962e-011
     0.589,-1.2212962e-011
      0.59,-1.2212962e-011
     0.591,-1.2212962e-011
     0.592,-1.2212962e-011
     0.593,-1.2212962e-011
     0.594,-1.2212962e-011
     0.595,-1.2212962e-011
     0.596,-1.2212962e-011
     0.597,-1.2212962e-011
     0.598,-1.2212962e-011
     0.599,-1.2212962e-011
       0.6,-1.2212962e-011
     0.601,-1.2212962e-011
     0.602,-1.2212962e-011
     0.603,-1.2212962e-011
     0.604,-1.2212962e-011
     0.605,-1.2212962e-011
     0.606,-1.2212962e-011
     0.607,-1.2212962e-011
     0.608,-1.2212962e-011
     0.609,-1.2212962e-011
      0.61,-1.2212962e-011
     0.611,-1.2212962e-011
     0.612,-1.2212962e-011
     0.613,-1.2212962e-011
     0.614,-1.2212962e-011
     0.615,-1.2212962e-011
     0.616,-1.2212962e-011
     0.617,-1.2212962e-011
     0.618,-1.2212962e-011
     0.619,-1.2212962e-011
      0.62,-1.2212962e-011
     0.621,-1.2212962e-011
     0.622,-1.2212962e-011
     0.623,-1.2212962e-011
     0.624,-1.2212962e-011
     0.625,-1.2212962e-011
     0.626,-1.2212962e-011
     0.627,-1.2212962e-011
     0.628,-1.2212962e-011
     0.629,-1.2212962e-011
      0.63,-1.2212962e-011
     0.631,-1.2212962e-011
     0.632,-1.2212962e-011
     0.633,-1.2212962e-011
     0.634,-1.2212962e-011
     0.635,-1.2212962e-011
     0.636,-1.2212962e-011
     0.637,-1.2212962e-011
     0.638,-1.2212962e-011
     0.639,-1.2212962e-011
      0.64,-1.2212962e-011
     0.641,-1.2212962e-011
     0.642,-1.2212962e-011
     0.643,-1.2212962e-011
     0.644,-1.2212962e-011
     0.645,-1.2212962e-011
     0.646,-1.2212962e-011
     0.647,-1.2212962e-011
     0.648,-1.2212962e-011
     0.649,-1.2212962e-011
      0.65,-1.2212962e-011
     0.651,-1.2212962e-011
     0.652,-1.2212962e-011
     0.653,-1.2212962e-011
     0.654,-1.2212962e-011
     0.655,-1.2212962e-011
     0.656,-1.2212962e-011
     0.657,-1.2212962e-011
     0.658,-1.2212962e-011
     0.659,-1.2212962e-011
      0.66,-1.2212962e-011
     0.661,-1.2212962e-011
     0.662,-1.2212962e-011
     0.663,-1.2212962e-011
     0.664,-1.2212962e-011
     0.665,-1.2212962e-011
     0.666,-1.2212962e-011
     0.667,-1.2212962e-011
     0.668,-1.2212962e-011
     0.669,-1.2212962e-011
      0.67,-1.2212962e-011
     0.671,-1.2212962e-011
     0.672,-1.2212962e-011
     0.673,-1.2212962e-011
     0.674,-1.2212962e-011
     0.675,-1.2212962e-011
     0.676,-1.2212962e-011
     0.677,-1.2212962e-011
     0.678,-1.2212962e-011
     0.679,-1.2212962e-011
      0.68,-1.2212962e-011
     0.681,-1.2212962e-011
     0.682,-1.2212962e-011
     0.683,-1.2212962e-011
     0.684,-1.2212962e-011
     0.685,-1.2212962e-011
     0.686,-1.2212962e-011
     0.687,-1.2212962e-011
     0.688,-1.2212962e-011
     0.689,-1.2212962e-011
      0.69,-1.2212962e-011
     0.691,-1.2212962e-011
     0.692,-1.2212962e-011
     0.693,-1.2212962e-011
     0.694,-1.2212962e-011
     0.695,-1.2212962e-011
     0.696,-1.2212962e-011
     0.697,-1.2212962e-011
     0.698,-1.2212962e-011
     0.699,-1.2212962e-011
       0.7,-1.2212962e-011
     0.701,-1.2212962e-011
     0.702,-1.2212962e-011
     0.703,-1.2212962e-011
     0.704,-1.2212962e-011
     0.705,-1.2212962e-011
     0.706,-1.2212962e-011
     0.707,-1.2212962e-011
     0.708,-1.2212962e-011
     0.709,-1.2212962e-011
      0.71,-1.2212962e-011
     0.711,-1.2212962e-011
     0.712,-1.2212962e-011
     0.713,-1.2212962e-011
     0.714,-1.2212962e-011
     0.715,-1.2212962e-011
     0.716,-1.2212962e-011
     0.717,-1.2212962e-011
     0.718,-1.2212962e-011
     0.719,-1.2212962e-011
      0.72,-1.2212962e-011
     0.721,-1.2212962e-011
     0.722,-1.2212962e-011
     0.723,-1.2212962e-011
     0.724,-1.2212962e-011
     0.725,-1.2212962e-011
     0.726,-1.2212962e-011
     0.727,-1.2212962e-011
     0.728,-1.2212962e-011
     0.729,-1.2212962e-011
      0.73,-1.2212962e-011
     0.731,-1.2212962e-011
     0.732,-1.2212962e-011
     0.733,-1.2212962e-011
     0.734,-1.2212962e-011
     0.735,-1.2212962e-011
     0.736,-1.2212962e-011
     0.737,-1.2212962e-011
     0.738,-1.2212962e-011
     0.739,-1.2212962e-011
      0.74,-1.2212962e-011
     0.741,-1.2212962e-011
     0.742,-1.2212962e-011
     0.743,-1.2212962e-011
     0.744,-1.2212962e-011
     0.745,-1.2212962e-011
     0.746,-1.2212962e-011
     0.747,-1.2212962e-011
     0.748,-1.2212962e-011
     0.749,-1.2212962e-011
      0.75,-1.2212962e-011
     0.751,-1.2212962e-011
     0.752,-1.2212962e-011
     0.753,-1.2212962e-011
     0.754,-1.2212962e-011
     0.755,-1.2212962e-011
     0.756,-1.2212962e-011
     0.757,-1.2212962e-011
     0.758,-1.2212962e-011
     0.759,-1.2212962e-011
      0.76,-1.2212962e-011
     0.761,-1.2212962e-011
     0.762,-1.2212962e-011
     0.763,-1.2212962e-011
     0.764,-1.2212962e-011
     0.765,-1.2212962e-011
     0.766,-1.2212962e-011
     0.767,-1.2212962e-011
     0.768,-1.2212962e-011
     0.769,-1.2212962e-011
      0.77,-1.2212962e-011
     0.771,-1.2212962e-011
     0.772,-1.2212962e-011
     0.773,-1.2212962e-011
     0.774,-1.2212962e-011
     0.775,-1.2212962e-011
     0.776,-1.2212962e-011
     0.777,-1.2212962e-011
     0.778,-1.2212962e-011
     0.779,-1.2212962e-011
      0.78,-1.2212962e-011
     0.781,-1.2212962e-011
     0.782,-1.2212962e-011
     0.783,-1.2212962e-011
     0.784,-1.2212962e-011
     0.785,-1.2212962e-011
     0.786,-1.2212962e-011
     0.787,-1.2212962e-011
     0.788,-1.2212962e-011
     0.789,-1.2212962e-011
      0.79,-1.2212962e-011
     0.791,-1.2212962e-011
     0.792,-1.2212962e-011
     0.793,-1.2212962e-011
     0.794,-1.2212962e-011
     0.795,-1.2212962e-011
     0.796,-1.2212962e-011
     0.797,-1.2212962e-011
     0.798,-1.2212962e-011
     0.799,-1.2212962e-011
       0.8,-1.2212962e-011
     0.801,-1.2212962e-011
     0.802,-1.2212962e-011
     0.803,-1.2212962e-011
     0.804,-1.2212962e-011
     0.805,-1.2212962e-011
     0.806,-1.2212962e-011
     0.807,-1.2212962e-011
     0.808,-1.2212962e-011
     0.809,-1.2212962e-011
      0.81,-1.2212962e-011
     0.811,-1.2212962e-011
     0.812,-1.2212962e-011
     0.813,-1.2212962e-011
     0.814,-1.2212962e-011
     0.815,-1.2212962e-011
     0.816,-1.2212962e-011
     0.817,-1.2212962e-011
     0.818,-1.2212962e-011
     0.819,-1.2212962e-011
      0.82,-1.2212962e-011
     0.821,-1.2212962e-011
     0.822,-1.2212962e-011
     0.823,-1.2212962e-011
     0.824,-1.2212962e-011
     0.825,-1.2212962e-011
     0.826,-1.2212962e-011
     0.827,-1.2212962e-011
     0.828,-1.2212962e-011
     0.829,-1.2212962e-011
      0.83,-1.2212962e-011
     0.831,-1.2212962e-011
     0.832,-1.2212962e-011
     0.833,-1.2212962e-011
     0.834,-1.2212962e-011
     0.835,-1.2212962e-011
     0.836,-1.2212962e-011
     0.837,-1.2212962e-011
     0.838,-1.2212962e-011
     0.839,-1.2212962e-011
      0.84,-1.2212962e-011
     0.841,-1.2212962e-011
     0.842,-1.2212962e-011
     0.843,-1.2212962e-011
     0.844,-1.2212962e-011
     0.845,-1.2212962e-011
     0.846,-1.2212962e-011
     0.847,-1.2212962e-011
     0.848,-1.2212962e-011
     0.849,-1.2212962e-011
      0.85,-1.2212962e-011
     0.851,-1.2212962e-011
     0.852,-1.2212962e-011
     0.853,-1.2212962e-011
     0.854,-1.2212962e-011
     0.855,-1.2212962e-011
     0.856,-1.2212962e-011
     0.857,-1.2212962e-011
     0.858,-1.2212962e-011
     0.859,-1.2212962e-011
      0.86,-1.2212962e-011
     0.861,-1.2212962e-011
     0.862,-1.2212962e-011
     0.863,-1.2212962e-011
     0.864,-1.2212962e-011
     0.865,-1.2212962e-011
     0.866,-1.2212962e-011
     0.867,-1.2212962e-011
     0.868,-1.2212962e-011
     0.869,-1.2212962e-011
      0.87,-1.2212962e-011
     0.871,-1.2212962e-011
     0.872,-1.2212962e-011
     0.873,-1.2212962e-011
     0.874,-1.2212962e-011
     0.875,-1.2212962e-011
     0.876,-1.2212962e-011
     0.877,-1.2212962e-011
     0.878,-1.2212962e-011
     0.879,-1.2212962e-011
      0.88,-1.2212962e-011
     0.881,-1.2212962e-011
     0.882,-1.2212962e-011
     0.883,-1.2212962e-011
     0.884,-1.2212962e-011
     0.885,-1.2212962e-011
     0.886,-1.2212962e-011
     0.887,-1.2212962e-011
     0.888,-1.2212962e-011
     0.889,-1.2212962e-011
      0.89,-1.2212962e-011
     0.891,-1.2212962e-011
     0.892,-1.2212962e-011
     0.893,-1.2212962e-011
     0.894,-1.2212962e-011
     0.895,-1.2212962e-011
     0.896,-1.2212962e-011
     0.897,-1.2212962e-011
     0.898,-1.2212962e-011
     0.899,-1.2212962e-011
       0.9,-1.2212962e-011
     0.901,-1.2212962e-011
     0.902,-1.2212962e-011
     0.903,-1.2212962e-011
     0.904,-1.2212962e-011
     0.905,-1.2212962e-011
     0.906,-1.2212962e-011
     0.907,-1.2212962e-011
     0.908,-1.2212962e-011
     0.909,-1.2212962e-011
      0.91,-1.2212962e-011
     0.911,-1.2212962e-011
     0.912,-1.2212962e-011
     0.913,-1.2212962e-011
     0.914,-1.2212962e-011
     0.915,-1.2212962e-011
     0.916,-1.2212962e-011
     0.917,-1.2212962e-011
     0.918,-1.2212962e-011
     0.919,-1.2212962e-011
      0.92,-1.2212962e-011
     0.921,-1.2212962e-011
     0.922,-1.2212962e-011
     0.923,-1.2212962e-011
     0.924,-1.2212962e-011
     0.925,-1.2212962e-011
     0.926,-1.2212962e-011
     0.927,-1.2212962e-011
     0.928,-1.2212962e-011
     0.929,-1.2212962e-011
      0.93,-1.2212962e-011
     0.931,-1.2212962e-011
     0.932,-1.2212962e-011
