"time","revolute1_w","revolute2_w"
0.126,-2.96677,3.68779
0.126,-3.02819,3.74042
0.129,-3.02819,3.74042
0.129,-3.08852,3.7893
0.132,-3.08852,3.7893
0.132,-3.14774,3.8343
0.135,-3.14774,3.8343
0.135,-3.20581,3.87528
0.138,-3.20581,3.87528
0.138,-3.26271,3.91215
0.141,-3.26271,3.91215
0.141,-3.3184,3.94479
0.144,-3.3184,3.94479
0.144,-3.37287,3.97312
0.147,-3.37287,3.97312
0.147,-3.42609,3.99705
0.15,-3.42609,3.99705
0.15,-3.47805,4.01651
0.153,-3.47805,4.01651
0.153,-3.52874,4.03144
0.156,-3.52874,4.03144
0.156,-3.57814,4.04179
0.159,-3.57814,4.04179
0.159,-3.62625,4.04753
0.162,-3.62625,4.04753
0.162,-3.67307,4.04862
0.165,-3.67307,4.04862
0.165,-3.71859,4.04504
0.168,-3.71859,4.04504
0.168,-3.7628,4.03678
0.171,-3.7628,4.03678
0.171,-3.80573,4.02383
0.174,-3.80573,4.02383
0.174,-3.84735,4.0062
0.177,-3.84735,4.0062
0.177,-3.88769,3.98389
0.18,-3.88769,3.98389
0.18,-3.92674,3.95693
0.183,-3.92674,3.95693
0.183,-3.96451,3.92534
0.186,-3.96451,3.92534
0.186,-4.00101,3.88913
0.189,-4.00101,3.88913
0.189,-4.03624,3.84833
0.192,-4.03624,3.84833
0.192,-4.0702,3.80299
0.195,-4.0702,3.80299
0.195,-4.10291,3.75313
0.198,-4.10291,3.75313
0.198,-4.13436,3.69878
0.2,-4.13436,3.69878
0.201,-4.13436,3.69878
0.201,-4.16456,3.63999
0.204,-4.16456,3.63999
0.204,-4.1935,3.57678
0.207,-4.1935,3.57678
0.207,-4.2212,3.5092
0.21,-4.2212,3.5092
0.21,-4.24763,3.43727
0.213,-4.24763,3.43727
0.213,-4.27281,3.36104
0.216,-4.27281,3.36104
0.216,-4.29671,3.28053
0.219,-4.29671,3.28053
0.219,-4.31934,3.19579
0.222,-4.31934,3.19579
0.222,-4.34068,3.10682
0.225,-4.34068,3.10682
0.225,-4.36071,3.01367
0.228,-4.36071,3.01367
0.228,-4.37943,2.91636
0.231,-4.37943,2.91636
0.231,-4.3968,2.81491
0.234,-4.3968,2.81491
0.234,-4.4128,2.70934
0.237,-4.4128,2.70934
0.237,-4.42742,2.59966
0.24,-4.42742,2.59966
0.24,-4.44061,2.4859
0.243,-4.44061,2.4859
0.243,-4.45236,2.36806
0.246,-4.45236,2.36806
0.246,-4.46262,2.24615
0.249,-4.46262,2.24615
0.249,-4.47136,2.12019
0.252,-4.47136,2.12019
0.252,-4.47853,1.99017
0.255,-4.47853,1.99017
0.255,-4.48411,1.85609
0.258,-4.48411,1.85609
0.258,-4.48804,1.71796
0.261,-4.48804,1.71796
0.261,-4.49027,1.57577
0.264,-4.49027,1.57577
0.264,-4.49076,1.42952
0.267,-4.49076,1.42952
0.267,-4.48946,1.27919
0.27,-4.48946,1.27919
0.27,-4.4863,1.12478
0.273,-4.4863,1.12478
0.273,-4.48124,0.966278
0.276,-4.48124,0.966278
0.276,-4.47422,0.803663
0.279,-4.47422,0.803663
0.279,-4.46518,0.636921
0.282,-4.46518,0.636921
0.282,-4.45406,0.466032
0.285,-4.45406,0.466032
0.285,-4.4408,0.290975
0.288,-4.4408,0.290975
0.288,-4.42533,0.111726
0.291,-4.42533,0.111726
0.291,-4.40759,-0.071739
0.294,-4.40759,-0.071739
0.294,-4.38753,-0.259448
0.297,-4.38753,-0.259448
0.297,-4.36507,-0.451431
0.3,-4.36507,-0.451431
0.3,-4.34015,-0.647718
0.303,-4.34015,-0.647718
0.303,-4.31271,-0.848342
0.306,-4.31271,-0.848342
0.306,-4.28269,-1.05334
0.309,-4.28269,-1.05334
0.309,-4.25003,-1.26274
0.312,-4.25003,-1.26274
0.312,-4.21467,-1.47658
0.315,-4.21467,-1.47658
0.315,-4.17655,-1.69489
0.318,-4.17655,-1.69489
0.318,-4.13563,-1.91773
0.321,-4.13563,-1.91773
0.321,-4.09184,-2.1451
0.324,-4.09184,-2.1451
0.324,-4.04515,-2.37706
0.327,-4.04515,-2.37706
0.327,-3.99551,-2.61364
0.33,-3.99551,-2.61364
0.33,-3.94288,-2.85484
0.333,-3.94288,-2.85484
0.333,-3.88725,-3.1007
0.336,-3.88725,-3.1007
0.336,-3.82859,-3.35122
0.339,-3.82859,-3.35122
0.339,-3.76689,-3.6064
0.342,-3.76689,-3.6064
0.342,-3.70216,-3.86622
0.345,-3.70216,-3.86622
0.345,-3.6344,-4.13063
0.348,-3.6344,-4.13063
0.348,-3.56364,-4.39958
0.351,-3.56364,-4.39958
0.351,-3.48994,-4.67297
0.354,-3.48994,-4.67297
0.354,-3.41337,-4.95065
0.357,-3.41337,-4.95065
0.357,-3.33402,-5.23244
0.36,-3.33402,-5.23244
0.36,-3.25201,-5.51808
0.363,-3.25201,-5.51808
0.363,-3.16751,-5.80724
0.366,-3.16751,-5.80724
0.366,-3.08071,-6.09952
0.369,-3.08071,-6.09952
0.369,-2.99186,-6.39436
0.372,-2.99186,-6.39436
0.372,-2.90126,-6.69113
0.375,-2.90126,-6.69113
0.375,-2.80928,-6.989
0.378,-2.80928,-6.989
0.378,-2.71634,-7.28697
0.381,-2.71634,-7.28697
0.381,-2.62296,-7.58386
0.384,-2.62296,-7.58386
0.384,-2.52974,-7.87823
0.387,-2.52974,-7.87823
0.387,-2.43738,-8.1684
0.39,-2.43738,-8.1684
0.39,-2.34667,-8.4524
0.393,-2.34667,-8.4524
0.393,-2.25852,-8.72797
0.396,-2.25852,-8.72797
0.396,-2.17395,-8.99258
0.399,-2.17395,-8.99258
0.399,-2.09405,-9.24338
0.4,-2.09405,-9.24338
0.402,-2.09405,-9.24338
0.402,-2.02002,-9.47733
0.405,-2.02002,-9.47733
0.405,-1.9531,-9.69115
0.408,-1.9531,-9.69115
0.408,-1.89459,-9.88151
0.411,-1.89459,-9.88151
0.411,-1.84573,-10.0451
0.414,-1.84573,-10.0451
0.414,-1.80771,-10.1787
0.417,-1.80771,-10.1787
0.417,-1.78162,-10.2795
0.42,-1.78162,-10.2795
0.42,-1.76832,-10.3451
0.423,-1.76832,-10.3451
0.423,-1.76849,-10.3738
0.426,-1.76849,-10.3738
0.426,-1.78249,-10.3644
0.429,-1.78249,-10.3644
0.429,-1.81041,-10.3168
0.432,-1.81041,-10.3168
0.432,-1.85203,-10.2315
0.435,-1.85203,-10.2315
0.435,-1.90685,-10.1099
0.438,-1.90685,-10.1099
0.438,-1.9741,-9.9538
0.441,-1.9741,-9.9538
0.441,-2.05282,-9.76586
0.444,-2.05282,-9.76586
0.444,-2.14189,-9.54896
0.447,-2.14189,-9.54896
0.447,-2.2401,-9.30623
0.45,-2.2401,-9.30623
0.45,-2.3462,-9.04089
0.453,-2.3462,-9.04089
0.453,-2.45893,-8.75611
0.456,-2.45893,-8.75611
0.456,-2.5771,-8.45494
0.459,-2.5771,-8.45494
0.459,-2.69956,-8.1402
0.462,-2.69956,-8.1402
0.462,-2.82528,-7.81445
0.465,-2.82528,-7.81445
0.465,-2.95331,-7.47999
0.468,-2.95331,-7.47999
0.468,-3.08279,-7.1388
0.471,-3.08279,-7.1388
0.471,-3.213,-6.79262
0.474,-3.213,-6.79262
0.474,-3.34328,-6.44291
0.477,-3.34328,-6.44291
0.477,-3.47308,-6.0909
0.48,-3.47308,-6.0909
0.48,-3.60192,-5.73762
0.483,-3.60192,-5.73762
0.483,-3.72941,-5.38391
0.486,-3.72941,-5.38391
0.486,-3.8552,-5.03044
0.489,-3.8552,-5.03044
0.489,-3.97902,-4.67775
0.492,-3.97902,-4.67775
0.492,-4.10064,-4.32629
0.495,-4.10064,-4.32629
0.495,-4.21988,-3.9764
0.498,-4.21988,-3.9764
0.498,-4.33658,-3.62832
0.5,-4.33658,-3.62832
0.501,-4.33658,-3.62832
0.501,-4.45063,-3.28227
0.504,-4.45063,-3.28227
0.504,-4.56196,-2.93839
0.507,-4.56196,-2.93839
0.507,-4.67049,-2.59678
0.51,-4.67049,-2.59678
0.51,-4.77618,-2.25753
0.513,-4.77618,-2.25753
0.513,-4.87903,-1.92067
0.516,-4.87903,-1.92067
0.516,-4.97902,-1.58626
0.519,-4.97902,-1.58626
0.519,-5.07615,-1.25429
0.522,-5.07615,-1.25429
0.522,-5.17047,-0.924792
0.525,-5.17047,-0.924792
0.525,-5.26198,-0.597758
0.528,-5.26198,-0.597758
0.528,-5.35075,-0.273191
0.531,-5.35075,-0.273191
0.531,-5.43682,0.0489056
0.534,-5.43682,0.0489056
0.534,-5.52023,0.368528
0.537,-5.52023,0.368528
0.537,-5.60106,0.685666
0.54,-5.60106,0.685666
0.54,-5.67937,1.0003
0.543,-5.67937,1.0003
0.543,-5.75522,1.31242
0.546,-5.75522,1.31242
0.546,-5.82868,1.62196
0.549,-5.82868,1.62196
0.549,-5.89983,1.92889
0.552,-5.89983,1.92889
0.552,-5.96871,2.23313
0.555,-5.96871,2.23313
0.555,-6.03541,2.5346
0.558,-6.03541,2.5346
0.558,-6.09998,2.83318
0.561,-6.09998,2.83318
0.561,-6.16246,3.12873
0.564,-6.16246,3.12873
0.564,-6.2229,3.42109
0.567,-6.2229,3.42109
0.567,-6.28134,3.71005
0.57,-6.28134,3.71005
0.57,-6.33779,3.99536
0.573,-6.33779,3.99536
0.573,-6.39226,4.27674
0.576,-6.39226,4.27674
0.576,-6.44473,4.55385
0.579,-6.44473,4.55385
0.579,-6.49518,4.82628
0.582,-6.49518,4.82628
0.582,-6.54355,5.09358
0.585,-6.54355,5.09358
0.585,-6.58975,5.3552
0.588,-6.58975,5.3552
0.588,-6.63369,5.61055
0.591,-6.63369,5.61055
0.591,-6.67522,5.85893
0.594,-6.67522,5.85893
0.594,-6.71418,6.09958
0.597,-6.71418,6.09958
0.597,-6.75037,6.33161
0.6,-6.75037,6.33161
0.6,-6.78354,6.55408
0.603,-6.78354,6.55408
0.603,-6.81343,6.76596
0.606,-6.81343,6.76596
0.606,-6.83974,6.96611
0.609,-6.83974,6.96611
0.609,-6.86214,7.15335
0.612,-6.86214,7.15335
0.612,-6.88028,7.32644
0.615,-6.88028,7.32644
0.615,-6.89378,7.48411
0.618,-6.89378,7.48411
0.618,-6.90228,7.62508
0.621,-6.90228,7.62508
0.621,-6.9054,7.7481
0.624,-6.9054,7.7481
0.624,-6.90277,7.85201
0.627,-6.90277,7.85201
0.627,-6.89408,7.93574
0.63,-6.89408,7.93574
0.63,-6.87903,7.99839
0.633,-6.87903,7.99839
0.633,-6.85741,8.03926
0.636,-6.85741,8.03926
0.636,-6.82906,8.05786
0.639,-6.82906,8.05786
0.639,-6.79389,8.054
0.642,-6.79389,8.054
0.642,-6.75193,8.02775
0.645,-6.75193,8.02775
0.645,-6.70328,7.97947
0.648,-6.70328,7.97947
0.648,-6.64811,7.90982
0.651,-6.64811,7.90982
0.651,-6.58672,7.81972
0.654,-6.58672,7.81972
0.654,-6.51943,7.71031
0.657,-6.51943,7.71031
0.657,-6.44666,7.58293
0.66,-6.44666,7.58293
0.66,-6.36885,7.43909
0.663,-6.36885,7.43909
0.663,-6.28648,7.28038
0.666,-6.28648,7.28038
0.666,-6.20006,7.10845
0.669,-6.20006,7.10845
0.669,-6.11009,6.92497
0.672,-6.11009,6.92497
0.672,-6.01704,6.73157
0.675,-6.01704,6.73157
0.675,-5.92141,6.52983
0.678,-5.92141,6.52983
0.678,-5.82362,6.32125
0.681,-5.82362,6.32125
0.681,-5.72409,6.1072
0.684,-5.72409,6.1072
0.684,-5.62319,5.88898
0.687,-5.62319,5.88898
0.687,-5.52126,5.66773
0.69,-5.52126,5.66773
0.69,-5.4186,5.44449
0.693,-5.4186,5.44449
0.693,-5.31545,5.22017
0.696,-5.31545,5.22017
0.696,-5.21205,4.99557
0.699,-5.21205,4.99557
0.699,-5.10859,4.77139
0.7,-5.10859,4.77139
0.702,-5.10859,4.77139
0.702,-5.00523,4.54822
0.705,-5.00523,4.54822
0.705,-4.9021,4.32656
0.708,-4.9021,4.32656
0.708,-4.79932,4.10682
0.711,-4.79932,4.10682
0.711,-4.69696,3.88938
0.714,-4.69696,3.88938
0.714,-4.5951,3.67449
0.717,-4.5951,3.67449
0.717,-4.4938,3.4624
0.72,-4.4938,3.4624
0.72,-4.39308,3.25329
0.723,-4.39308,3.25329
0.723,-4.29299,3.04728
0.726,-4.29299,3.04728
0.726,-4.19354,2.84448
0.729,-4.19354,2.84448
0.729,-4.09473,2.64495
0.732,-4.09473,2.64495
0.732,-3.99658,2.44874
0.735,-3.99658,2.44874
0.735,-3.89908,2.25586
0.738,-3.89908,2.25586
0.738,-3.80223,2.06631
0.741,-3.80223,2.06631
0.741,-3.70601,1.88007
0.744,-3.70601,1.88007
0.744,-3.61041,1.69711
0.747,-3.61041,1.69711
0.747,-3.51543,1.51738
0.75,-3.51543,1.51738
0.75,-3.42103,1.34083
0.753,-3.42103,1.34083
0.753,-3.32721,1.16739
0.756,-3.32721,1.16739
0.756,-3.23394,0.996998
0.759,-3.23394,0.996998
0.759,-3.14121,0.829569
0.762,-3.14121,0.829569
0.762,-3.049,0.665026
0.765,-3.049,0.665026
0.765,-2.95728,0.503285
0.768,-2.95728,0.503285
0.768,-2.86605,0.344256
0.771,-2.86605,0.344256
0.771,-2.77527,0.187849
0.774,-2.77527,0.187849
0.774,-2.68493,0.0339714
0.777,-2.68493,0.0339714
0.777,-2.59501,-0.117473
0.78,-2.59501,-0.117473
0.78,-2.50549,-0.266579
0.783,-2.50549,-0.266579
0.783,-2.41635,-0.413445
0.786,-2.41635,-0.413445
0.786,-2.32758,-0.55817
0.789,-2.32758,-0.55817
0.789,-2.23915,-0.700852
0.792,-2.23915,-0.700852
0.792,-2.15105,-0.841591
0.795,-2.15105,-0.841591
0.795,-2.06325,-0.980487
0.798,-2.06325,-0.980487
0.798,-1.97575,-1.11764
0.8,-1.97575,-1.11764
0.801,-1.97575,-1.11764
0.801,-1.88852,-1.25315
0.804,-1.88852,-1.25315
0.804,-1.80154,-1.38712
0.807,-1.80154,-1.38712
0.807,-1.7148,-1.51965
0.81,-1.7148,-1.51965
0.81,-1.62828,-1.65083
0.813,-1.62828,-1.65083
0.813,-1.54197,-1.78077
0.816,-1.54197,-1.78077
0.816,-1.45584,-1.90957
0.819,-1.45584,-1.90957
0.819,-1.36988,-2.03732
0.822,-1.36988,-2.03732
0.822,-1.28408,-2.16411
0.825,-1.28408,-2.16411
0.825,-1.19841,-2.29005
0.828,-1.19841,-2.29005
0.828,-1.11286,-2.41523
0.831,-1.11286,-2.41523
0.831,-1.02742,-2.53974
0.834,-1.02742,-2.53974
0.834,-0.942073,-2.66367
0.837,-0.942073,-2.66367
0.837,-0.8568,-2.78711
0.84,-0.8568,-2.78711
0.84,-0.77159,-2.91013
0.843,-0.77159,-2.91013
0.843,-0.686431,-3.03282
0.846,-0.686431,-3.03282
0.846,-0.60131,-3.15526
0.849,-0.60131,-3.15526
0.849,-0.516218,-3.27752
0.852,-0.516218,-3.27752
0.852,-0.431146,-3.39966
0.855,-0.431146,-3.39966
0.855,-0.346086,-3.52173
0.858,-0.346086,-3.52173
0.858,-0.261035,-3.6438
0.861,-0.261035,-3.6438
0.861,-0.175989,-3.7659
0.864,-0.175989,-3.7659
0.864,-0.0909486,-3.88807
0.867,-0.0909486,-3.88807
0.867,-0.00591808,-4.01033
0.87,-0.00591808,-4.01033
0.87,0.0790959,-4.13269
0.873,0.0790959,-4.13269
0.873,0.164082,-4.25514
0.876,0.164082,-4.25514
0.876,0.249025,-4.37768
0.879,0.249025,-4.37768
0.879,0.333904,-4.50026
0.882,0.333904,-4.50026
0.882,0.418693,-4.62283
0.885,0.418693,-4.62283
0.885,0.503361,-4.74532
0.888,0.503361,-4.74532
0.888,0.587868,-4.86764
0.891,0.587868,-4.86764
0.891,0.67217,-4.98967
0.894,0.67217,-4.98967
0.894,0.756215,-5.11128
0.897,0.756215,-5.11128
0.897,0.839943,-5.23231
0.9,0.839943,-5.23231
0.9,0.923286,-5.35257
0.903,0.923286,-5.35257
0.903,1.00617,-5.47185
0.906,1.00617,-5.47185
0.906,1.08851,-5.58992
0.909,1.08851,-5.58992
0.909,1.17022,-5.7065
0.912,1.17022,-5.7065
0.912,1.25121,-5.82133
0.915,1.25121,-5.82133
0.915,1.33136,-5.9341
0.918,1.33136,-5.9341
0.918,1.41058,-6.04448
0.921,1.41058,-6.04448
0.921,1.48874,-6.15215
0.924,1.48874,-6.15215
0.924,1.56575,-6.25676
0.927,1.56575,-6.25676
0.927,1.64148,-6.35795
0.93,1.64148,-6.35795
0.93,1.71583,-6.45539
0.933,1.71583,-6.45539
0.933,1.78868,-6.54874
0.936,1.78868,-6.54874
0.936,1.85993,-6.63765
0.939,1.85993,-6.63765
0.939,1.92948,-6.72183
0.942,1.92948,-6.72183
0.942,1.99726,-6.80099
0.945,1.99726,-6.80099
0.945,2.06318,-6.87488
0.948,2.06318,-6.87488
0.948,2.12719,-6.94329
0.951,2.12719,-6.94329
0.951,2.18924,-7.00603
0.954,2.18924,-7.00603
0.954,2.2493,-7.06299
0.957,2.2493,-7.06299
0.957,2.30735,-7.11406
0.96,2.30735,-7.11406
0.96,2.3634,-7.15922
0.963,2.3634,-7.15922
0.963,2.41748,-7.19845
0.966,2.41748,-7.19845
0.966,2.4696,-7.23182
0.969,2.4696,-7.23182
0.969,2.51982,-7.2594
0.972,2.51982,-7.2594
0.972,2.5682,-7.28133
0.975,2.5682,-7.28133
0.975,2.61482,-7.29775
0.978,2.61482,-7.29775
0.978,2.65975,-7.30885
0.981,2.65975,-7.30885
0.981,2.70309,-7.31484
0.984,2.70309,-7.31484
0.984,2.74493,-7.31593
0.987,2.74493,-7.31593
0.987,2.78537,-7.31236
0.99,2.78537,-7.31236
0.99,2.82453,-7.30439
0.993,2.82453,-7.30439
0.993,2.8625,-7.29224
0.996,2.8625,-7.29224
0.996,2.89938,-7.27616
0.999,2.89938,-7.27616
0.999,2.93529,-7.25641
1,2.93529,-7.25641
1.002,2.93529,-7.25641
1.002,2.97032,-7.2332
1.005,2.97032,-7.2332
1.005,3.00458,-7.20677
1.008,3.00458,-7.20677
1.008,3.03815,-7.17733
1.011,3.03815,-7.17733
1.011,3.07113,-7.14508
1.014,3.07113,-7.14508
1.014,3.1036,-7.11021
1.017,3.1036,-7.11021
1.017,3.13565,-7.07288
1.02,3.13565,-7.07288
1.02,3.16735,-7.03327
1.023,3.16735,-7.03327
1.023,3.19877,-6.9915
1.026,3.19877,-6.9915
1.026,3.22997,-6.94773
1.029,3.22997,-6.94773
1.029,3.26102,-6.90204
1.032,3.26102,-6.90204
1.032,3.29198,-6.85457
1.035,3.29198,-6.85457
1.035,3.32289,-6.80537
1.038,3.32289,-6.80537
1.038,3.35381,-6.75455
1.041,3.35381,-6.75455
1.041,3.38477,-6.70216
1.044,3.38477,-6.70216
1.044,3.41581,-6.64824
1.047,3.41581,-6.64824
1.047,3.44697,-6.59286
1.05,3.44697,-6.59286
1.05,3.47828,-6.53603
1.053,3.47828,-6.53603
1.053,3.50976,-6.47779
1.056,3.50976,-6.47779
1.056,3.54145,-6.41814
1.059,3.54145,-6.41814
1.059,3.57335,-6.3571
1.062,3.57335,-6.3571
1.062,3.6055,-6.29466
1.065,3.6055,-6.29466
1.065,3.6379,-6.23082
1.068,3.6379,-6.23082
1.068,3.67057,-6.16557
1.071,3.67057,-6.16557
1.071,3.70351,-6.09888
1.074,3.70351,-6.09888
1.074,3.73674,-6.03073
1.077,3.73674,-6.03073
1.077,3.77025,-5.9611
1.08,3.77025,-5.9611
1.08,3.80406,-5.88994
1.083,3.80406,-5.88994
1.083,3.83815,-5.81723
1.086,3.83815,-5.81723
1.086,3.87253,-5.74292
1.089,3.87253,-5.74292
1.089,3.90719,-5.66696
1.092,3.90719,-5.66696
1.092,3.94213,-5.5893
1.095,3.94213,-5.5893
1.095,3.97733,-5.5099
1.098,3.97733,-5.5099
1.098,4.01277,-5.42871
1.1,4.01277,-5.42871
1.101,4.01277,-5.42871
1.101,4.04846,-5.34566
1.104,4.04846,-5.34566
1.104,4.08436,-5.2607
1.107,4.08436,-5.2607
1.107,4.12045,-5.17376
1.11,4.12045,-5.17376
1.11,4.15672,-5.0848
1.113,4.15672,-5.0848
1.113,4.19314,-4.99373
1.116,4.19314,-4.99373
1.116,4.22968,-4.90051
1.119,4.22968,-4.90051
1.119,4.2663,-4.80506
1.122,4.2663,-4.80506
1.122,4.30297,-4.70732
1.125,4.30297,-4.70732
1.125,4.33966,-4.60722
1.128,4.33966,-4.60722
1.128,4.37631,-4.5047
1.131,4.37631,-4.5047
1.131,4.4129,-4.39969
1.134,4.4129,-4.39969
1.134,4.44936,-4.29212
1.137,4.44936,-4.29212
1.137,4.48564,-4.18192
1.14,4.48564,-4.18192
1.14,4.5217,-4.06904
1.143,4.5217,-4.06904
1.143,4.55746,-3.9534
1.146,4.55746,-3.9534
1.146,4.59287,-3.83494
1.149,4.59287,-3.83494
1.149,4.62786,-3.71359
1.152,4.62786,-3.71359
1.152,4.66236,-3.58931
1.155,4.66236,-3.58931
1.155,4.69628,-3.46201
1.158,4.69628,-3.46201
1.158,4.72956,-3.33165
1.161,4.72956,-3.33165
1.161,4.7621,-3.19817
1.164,4.7621,-3.19817
1.164,4.79382,-3.06151
1.167,4.79382,-3.06151
1.167,4.82462,-2.92163
1.17,4.82462,-2.92163
1.17,4.85441,-2.77846
1.173,4.85441,-2.77846
1.173,4.88308,-2.63197
1.176,4.88308,-2.63197
1.176,4.91053,-2.48211
1.179,4.91053,-2.48211
1.179,4.93666,-2.32883
1.182,4.93666,-2.32883
1.182,4.96133,-2.17209
1.185,4.96133,-2.17209
1.185,4.98445,-2.01187
1.188,4.98445,-2.01187
1.188,5.00588,-1.84813
1.191,5.00588,-1.84813
1.191,5.02551,-1.68083
1.194,5.02551,-1.68083
1.194,5.0432,-1.50995
1.197,5.0432,-1.50995
1.197,5.05882,-1.33546
1.2,5.05882,-1.33546
1.2,5.07224,-1.15735
1.203,5.07224,-1.15735
1.203,5.08332,-0.975587
1.206,5.08332,-0.975587
1.206,5.09194,-0.790166
1.209,5.09194,-0.790166
1.209,5.09793,-0.601069
1.212,5.09793,-0.601069
1.212,5.10117,-0.408285
1.215,5.10117,-0.408285
1.215,5.10152,-0.211803
1.218,5.10152,-0.211803
1.218,5.09883,-0.0116142
1.221,5.09883,-0.0116142
1.221,5.09296,0.192288
1.224,5.09296,0.192288
1.224,5.08376,0.399913
1.227,5.08376,0.399913
1.227,5.07111,0.611266
1.23,5.07111,0.611266
1.23,5.05486,0.826358
1.233,5.05486,0.826358
1.233,5.03487,1.0452
1.236,5.03487,1.0452
1.236,5.01101,1.2678
1.239,5.01101,1.2678
1.239,4.98315,1.49417
1.242,4.98315,1.49417
1.242,4.95116,1.72435
1.245,4.95116,1.72435
1.245,4.91493,1.95834
1.248,4.91493,1.95834
1.248,4.87432,2.19619
1.251,4.87432,2.19619
1.251,4.82922,2.43794
1.254,4.82922,2.43794
1.254,4.77954,2.68362
1.257,4.77954,2.68362
1.257,4.72515,2.93331
1.26,4.72515,2.93331
1.26,4.66596,3.18707
1.263,4.66596,3.18707
1.263,4.60188,3.44498
1.266,4.60188,3.44498
1.266,4.53281,3.70716
1.269,4.53281,3.70716
1.269,4.45867,3.97371
1.272,4.45867,3.97371
1.272,4.37937,4.24479
1.275,4.37937,4.24479
1.275,4.29485,4.52053
1.278,4.29485,4.52053
1.278,4.20503,4.80114
1.281,4.20503,4.80114
1.281,4.10983,5.08682
1.284,4.10983,5.08682
1.284,4.00919,5.37782
1.287,4.00919,5.37782
1.287,3.90304,5.67441
1.29,3.90304,5.67441
1.29,3.79131,5.97691
1.293,3.79131,5.97691
1.293,3.67393,6.28566
1.296,3.67393,6.28566
1.296,3.55084,6.60107
1.299,3.55084,6.60107
1.299,3.42195,6.92358
1.3,3.42195,6.92358
1.302,3.42195,6.92358
1.302,3.28718,7.25368
1.305,3.28718,7.25368
1.305,3.14644,7.59195
1.308,3.14644,7.59195
1.308,2.99962,7.93899
1.311,2.99962,7.93899
1.311,2.84663,8.29551
1.314,2.84663,8.29551
1.314,2.68733,8.66226
1.317,2.68733,8.66226
1.317,2.52157,9.0401
1.32,2.52157,9.0401
1.32,2.3492,9.42995
1.323,2.3492,9.42995
1.323,2.17005,9.83284
1.326,2.17005,9.83284
1.326,1.9839,10.2499
1.329,1.9839,10.2499
1.329,1.79055,10.6823
1.332,1.79055,10.6823
1.332,1.58975,11.1314
1.335,1.58975,11.1314
1.335,1.38126,11.5985
1.338,1.38126,11.5985
1.338,1.16483,12.0852
1.341,1.16483,12.0852
1.341,0.940212,12.5928
1.344,0.940212,12.5928
1.344,0.707191,13.1229
1.347,0.707191,13.1229
1.347,0.465614,13.6768
1.35,0.465614,13.6768
1.35,0.21544,14.2555
1.353,0.21544,14.2555
1.353,-0.0431929,14.8598
1.356,-0.0431929,14.8598
1.356,-0.309868,15.4897
1.359,-0.309868,15.4897
1.359,-0.583748,16.144
1.362,-0.583748,16.144
1.362,-0.863378,16.8199
1.365,-0.863378,16.8199
1.365,-1.14646,17.5122
1.368,-1.14646,17.5122
1.368,-1.42953,18.2127
