"time","axis1_w"
0.452,1.67904
0.453,1.67906
0.454,1.67907
0.455,1.67909
0.456,1.6791
0.457,1.67912
0.458,1.67914
0.459,1.67915
0.46,1.67917
0.461,1.67918
0.462,1.6792
0.463,1.67922
0.464,1.67923
0.465,1.67925
0.466,1.67926
0.467,1.67928
0.468,1.6793
0.469,1.67931
0.47,1.67933
0.471,1.67934
0.472,1.67936
0.473,1.67937
0.474,1.67939
0.475,1.67941
0.476,1.67942
0.477,1.67944
0.478,1.67945
0.479,1.67947
0.48,1.67948
0.481,1.6795
0.482,1.67952
0.483,1.67953
0.484,1.67955
0.485,1.67956
0.486,1.67958
0.487,1.67959
0.488,1.67961
0.489,1.67962
0.49,1.67964
0.491,1.67966
0.492,1.67967
0.493,1.67969
0.494,1.6797
0.495,1.67972
0.496,1.67973
0.497,1.67975
0.498,1.67976
0.499,1.67978
0.5,1.6798
0.501,1.67981
0.502,1.67983
0.503,1.67984
0.504,1.67986
0.505,1.67988
0.506,1.67989
0.507,1.67991
0.508,1.67992
0.509,1.67994
0.51,1.67996
0.511,1.67997
0.512,1.67999
0.513,1.68
0.514,1.68002
0.515,1.68004
0.516,1.68005
0.517,1.68007
0.518,1.68009
0.519,1.6801
0.52,1.68012
0.521,1.68014
0.522,1.68015
0.523,1.68017
0.524,1.68019
0.525,1.6802
0.526,1.68022
0.527,1.68024
0.528,1.68025
0.529,1.68027
0.53,1.68029
0.531,1.68031
0.532,1.68032
0.533,1.68034
0.534,1.68036
0.535,1.68038
0.536,1.68039
0.537,1.68041
0.538,1.68043
0.539,1.68045
0.54,1.68046
0.541,1.68048
0.542,1.6805
0.543,1.68052
0.544,1.68054
0.545,1.68056
0.546,1.68058
0.547,1.68059
0.548,1.68061
0.549,1.68063
0.55,1.68065
0.551,1.68067
0.552,1.68069
0.553,1.68071
0.554,1.68073
0.555,1.68075
0.556,1.68077
0.557,1.68079
0.558,1.68081
0.559,1.68083
0.56,1.68085
0.561,1.68087
0.562,1.68089
0.563,1.68091
0.564,1.68093
0.565,1.68095
0.566,1.68097
0.567,1.68099
0.568,1.68101
0.569,1.68104
0.57,1.68106
0.571,1.68108
0.572,1.6811
0.573,1.68112
0.574,1.68114
0.575,1.68117
0.576,1.68119
0.577,1.68121
0.578,1.68123
0.579,1.68125
0.58,1.68128
0.581,1.6813
0.582,1.68132
0.583,1.68135
0.584,1.68137
0.585,1.68139
0.586,1.68141
0.587,1.68144
0.588,1.68146
0.589,1.68149
0.59,1.68151
0.591,1.68153
0.592,1.68156
0.593,1.68158
0.594,1.68161
0.595,1.68163
0.596,1.68165
0.597,1.68168
0.598,1.6817
0.599,1.68173
0.6,1.68175
0.601,1.68178
0.602,1.6818
0.603,1.68183
0.604,1.68186
0.605,1.68188
0.606,1.68191
0.607,1.68193
0.608,1.68196
0.609,1.68199
0.61,1.68201
0.611,1.68204
0.612,1.68207
0.613,1.68209
0.614,1.68212
0.615,1.68215
0.616,1.68217
0.617,1.6822
0.618,1.68223
0.619,1.68226
0.62,1.68228
0.621,1.68231
0.622,1.68234
0.623,1.68237
0.624,1.6824
0.625,1.68242
0.626,1.68245
0.627,1.68248
0.628,1.68251
0.629,1.68254
0.63,1.68257
0.631,1.6826
0.632,1.68263
0.633,1.68265
0.634,1.68268
0.635,1.68271
0.636,1.68274
0.637,1.68277
0.638,1.6828
0.639,1.68283
0.64,1.68286
0.641,1.68289
0.642,1.68292
0.643,1.68296
0.644,1.68299
0.645,1.68302
0.646,1.68305
0.647,1.68308
0.648,1.68311
0.649,1.68314
0.65,1.68317
0.651,1.6832
0.652,1.68324
0.653,1.68327
0.654,1.6833
0.655,1.68333
0.656,1.68336
0.657,1.6834
0.658,1.68343
0.659,1.68346
0.66,1.68349
0.661,1.68353
0.662,1.68356
0.663,1.68359
0.664,1.68363
0.665,1.68366
0.666,1.68369
0.667,1.68373
0.668,1.68376
0.669,1.68379
0.67,1.68383
0.671,1.68386
0.672,1.6839
0.673,1.68393
0.674,1.68397
0.675,1.684
0.676,1.68404
0.677,1.68407
0.678,1.6841
0.679,1.68414
0.68,1.68418
0.681,1.68421
0.682,1.68425
0.683,1.68428
0.684,1.68432
0.685,1.68435
0.686,1.68439
0.687,1.68442
0.688,1.68446
0.689,1.6845
0.69,1.68453
0.691,1.68457
0.692,1.68461
0.693,1.68464
0.694,1.68468
0.695,1.68472
0.696,1.68475
0.697,1.68479
0.698,1.68483
0.699,1.68486
0.7,1.6849
0.701,1.68494
0.702,1.68498
0.703,1.68501
0.704,1.68505
0.705,1.68509
0.706,1.68513
0.707,1.68517
0.708,1.6852
0.709,1.68524
0.71,1.68528
0.711,1.68532
0.712,1.68536
0.713,1.6854
0.714,1.68544
0.715,1.68547
0.716,1.68551
0.717,1.68555
0.718,1.68559
0.719,1.68563
0.72,1.68567
0.721,1.68571
0.722,1.68575
0.723,1.68579
0.724,1.68583
0.725,1.68587
0.726,1.68591
0.727,1.68595
0.728,1.68599
0.729,1.68603
0.73,1.68607
0.731,1.68611
0.732,1.68615
0.733,1.68619
0.734,1.68623
0.735,1.68627
0.736,1.68631
0.737,1.68635
0.738,1.68639
0.739,1.68644
0.74,1.68648
0.741,1.68652
0.742,1.68656
0.743,1.6866
0.744,1.68664
0.745,1.68668
0.746,1.68673
0.747,1.68677
0.748,1.68681
0.749,1.68685
0.75,1.68689
0.751,1.68694
0.752,1.68698
0.753,1.68702
0.754,1.68706
0.755,1.6871
0.756,1.68715
0.757,1.68719
0.758,1.68723
0.759,1.68727
0.76,1.68732
0.761,1.68736
0.762,1.6874
0.763,1.68744
0.764,1.68749
0.765,1.68753
0.766,1.68757
0.767,1.68762
0.768,1.68766
0.769,1.6877
0.77,1.68775
0.771,1.68779
0.772,1.68783
0.773,1.68788
0.774,1.68792
0.775,1.68796
0.776,1.68801
0.777,1.68805
0.778,1.68809
0.779,1.68814
0.78,1.68818
0.781,1.68823
0.782,1.68827
0.783,1.68831
0.784,1.68836
0.785,1.6884
0.786,1.68845
0.787,1.68849
0.788,1.68853
0.789,1.68858
0.79,1.68862
0.791,1.68867
0.792,1.68871
0.793,1.68875
0.794,1.6888
0.795,1.68884
0.796,1.68889
0.797,1.68893
0.798,1.68898
0.799,1.68902
0.8,1.68907
0.801,1.68911
0.802,1.68915
0.803,1.6892
0.804,1.68924
0.805,1.68929
0.806,1.68933
0.807,1.68938
0.808,1.68942
0.809,1.68947
0.81,1.68951
0.811,1.68956
0.812,1.6896
0.813,1.68965
0.814,1.68969
0.815,1.68974
0.816,1.68978
0.817,1.68982
0.818,1.68987
0.819,1.68991
0.82,1.68996
0.821,1.69
0.822,1.69005
0.823,1.69009
0.824,1.69014
0.825,1.69018
0.826,1.69023
0.827,1.69027
0.828,1.69032
0.829,1.69036
0.83,1.69041
0.831,1.69045
0.832,1.6905
0.833,1.69054
0.834,1.69059
0.835,1.69063
0.836,1.69067
0.837,1.69072
0.838,1.69076
0.839,1.69081
0.84,1.69085
0.841,1.6909
0.842,1.69094
0.843,1.69099
0.844,1.69103
0.845,1.69108
0.846,1.69112
0.847,1.69116
0.848,1.69121
0.849,1.69125
0.85,1.6913
0.851,1.69134
0.852,1.69139
0.853,1.69143
0.854,1.69147
0.855,1.69152
0.856,1.69156
0.857,1.69161
0.858,1.69165
0.859,1.69169
0.86,1.69174
0.861,1.69178
0.862,1.69182
0.863,1.69187
0.864,1.69191
0.865,1.69195
0.866,1.692
0.867,1.69204
0.868,1.69208
0.869,1.69213
0.87,1.69217
0.871,1.69221
0.872,1.69226
0.873,1.6923
0.874,1.69234
0.875,1.69239
0.876,1.69243
0.877,1.69247
0.878,1.69251
0.879,1.69256
0.88,1.6926
0.881,1.69264
0.882,1.69268
0.883,1.69273
0.884,1.69277
0.885,1.69281
0.886,1.69285
0.887,1.69289
0.888,1.69294
0.889,1.69298
0.89,1.69302
0.891,1.69306
0.892,1.6931
0.893,1.69314
0.894,1.69318
0.895,1.69322
0.896,1.69327
0.897,1.69331
0.898,1.69335
0.899,1.69339
0.9,1.69343
0.901,1.69347
0.902,1.69351
0.903,1.69355
0.904,1.69359
0.905,1.69363
0.906,1.69367
0.907,1.69371
0.908,1.69375
0.909,1.69379
0.91,1.69383
0.911,1.69387
0.912,1.6939
0.913,1.69394
0.914,1.69398
0.915,1.69402
0.916,1.69406
0.917,1.6941
0.918,1.69414
0.919,1.69417
0.92,1.69421
0.921,1.69425
0.922,1.69429
0.923,1.69433
0.924,1.69436
0.925,1.6944
0.926,1.69444
0.927,1.69447
0.928,1.69451
0.929,1.69455
0.93,1.69458
0.931,1.69462
0.932,1.69466
0.933,1.69469
0.934,1.69473
0.935,1.69476
0.936,1.6948
0.937,1.69484
0.938,1.69487
0.939,1.69491
0.94,1.69494
0.941,1.69498
0.942,1.69501
0.943,1.69504
0.944,1.69508
0.945,1.69511
0.946,1.69515
0.947,1.69518
0.948,1.69521
0.949,1.69525
0.95,1.69528
0.951,1.69531
0.952,1.69535
0.953,1.69538
0.954,1.69541
0.955,1.69544
0.956,1.69547
0.957,1.69551
0.958,1.69554
0.959,1.69557
0.96,1.6956
0.961,1.69563
0.962,1.69566
0.963,1.69569
0.964,1.69572
0.965,1.69575
0.966,1.69578
0.967,1.69581
0.968,1.69584
0.969,1.69587
0.97,1.6959
0.971,1.69593
0.972,1.69596
0.973,1.69599
0.974,1.69602
0.975,1.69604
0.976,1.69607
0.977,1.6961
0.978,1.69613
0.979,1.69616
0.98,1.69618
0.981,1.69621
0.982,1.69624
0.983,1.69626
0.984,1.69629
0.985,1.69631
0.986,1.69634
0.987,1.69637
0.988,1.69639
0.989,1.69642
0.99,1.69644
0.991,1.69647
0.992,1.69649
0.993,1.69651
0.994,1.69654
0.995,1.69656
0.996,1.69659
0.997,1.69661
0.998,1.69663
0.999,1.69665
1,1.69668
